Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
9269,Major League Baseball 2K8,Wii,2008.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,,,,,,
9270,Lips: I Love The 80s,X360,2010.0,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14,,,,,,
9271,NBA Jam,XB,2003.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,68.0,17.0,9.1,7.0,Acclaim,E
9272,World Tour Soccer 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,77.0,21.0,7.5,10.0,SCEE London Studio,E
9273,NBA Ballers: Chosen One,PS3,2008.0,Sports,Midway Games,0.12,0.0,0.0,0.01,0.14,54.0,23.0,6.5,4.0,Midway,E
9274,Nicktoons: MLB,Wii,2011.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,,,,,High Voltage Software,E
9275,NCIS,X360,2011.0,Adventure,Ubisoft,0.1,0.02,0.0,0.01,0.14,35.0,11.0,4.7,7.0,Ubisoft,T
9276,Travel Games For Dummies,DS,2008.0,Misc,Electronic Arts,0.12,0.0,0.0,0.01,0.14,62.0,5.0,,,Electronic Arts,E
9277,Interactive Sampler Disc 6,PS,1997.0,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,
9278,Shinobido 2: Tales of the Ninja,PSV,2011.0,Action,Sony Computer Entertainment,0.04,0.05,0.02,0.02,0.14,,,,,,
9279,Apex,XB,2003.0,Racing,Atari,0.1,0.03,0.0,0.0,0.14,74.0,26.0,9.1,7.0,Milestone S.r.l,E
9280,Kamen Rider Battle: Ganbaride,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,
9281,Persona 4: Arena Ultimax,PS3,2014.0,Fighting,Atlus,0.0,0.0,0.13,0.0,0.14,84.0,38.0,8.1,85.0,Arc System Works,T
9282,Tomb Raider: The Prophecy,GBA,2002.0,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14,66.0,20.0,8.8,13.0,Ubisoft Milan,T
9283,Vampire Night,PS2,2001.0,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,65.0,18.0,8.0,5.0,Wow Entertainment,T
9284,Valhalla Knights: Eldar Saga,Wii,2009.0,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,35.0,17.0,6.7,19.0,"K2, Kurogane",T
9285,Guilty Gear,PS,1998.0,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14,,,,,,
9286,Rio,PS3,2011.0,Misc,THQ,0.04,0.07,0.0,0.02,0.14,65.0,8.0,,,Eurocom Entertainment Software,E10+
9287,Scene It? Bright Lights! Big Screen!,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14,,,,,,
9288,World Championship Poker 2: Featuring Howard Lederer,PSP,2005.0,Misc,505 Games,0.12,0.0,0.0,0.01,0.14,65.0,17.0,2.8,17.0,Crave,T
9289,BIT.TRIP SAGA,3DS,2011.0,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14,75.0,21.0,7.8,24.0,Gaijin Games,E
9290,Mary-Kate and Ashley: Crush Course,PS,2001.0,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,
9291,NHL Breakaway 98,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,
9292,Where the Wild Things Are,DS,2009.0,Platform,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14,,,,,WayForward,E
9293,Metal Slug 7,DS,2008.0,Shooter,Ignition Entertainment,0.12,0.0,0.01,0.01,0.14,70.0,38.0,7.4,13.0,SNK Playmore,T
9294,Call of Duty: Infinite Warfare,PC,2016.0,Shooter,Activision,0.04,0.08,0.0,0.01,0.14,73.0,16.0,3.0,440.0,Infinity Ward,M
9295,Disney's Cinderella: Magical Dreams,GBA,,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,69.0,7.0,,,Culture Brain,E
9296,MotoGP '06,X360,2006.0,Racing,THQ,0.11,0.01,0.0,0.01,0.14,80.0,50.0,7.7,13.0,"Climax Group, Climax Studios",E
9297,Tiger Woods PGA Tour 2005,GC,2004.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.14,88.0,18.0,,,EA Sports,E
9298,G.I. Joe: The Rise of Cobra,DS,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14,47.0,16.0,7.5,4.0,Backbone Entertainment,E10+
9299,Spider-Man: Edge of Time,DS,2011.0,Action,Activision,0.12,0.01,0.0,0.01,0.14,50.0,6.0,,,"Beenox, Other Ocean Interactive",E10+
9300,Gourmet Chef: Cook Your Way to Fame,DS,2008.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,,,,,Ubisoft,E
9301,Fashion Studio: Paris Collection,DS,2009.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,,,,,Ubisoft,E
9302,Salt Lake 2002,PS2,2002.0,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14,49.0,11.0,3.5,6.0,Attention To Detail,E
9303,ESPN MLB Baseball,XB,2004.0,Sports,Sega,0.1,0.03,0.0,0.0,0.14,,,,,,
9304,Gladius,XB,2003.0,Strategy,Activision,0.1,0.03,0.0,0.0,0.14,79.0,31.0,8.5,22.0,LucasArts,T
9305,Legends of Wrestling,XB,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,65.0,10.0,5.8,4.0,Acclaim,T
9306,Queen's Gate: Spiral Chaos,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,
9307,Nayuta no Kiseki,PSP,2012.0,Action,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14,,,,,,
9308,Magnetica,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68.0,33.0,8.1,11.0,Mitchell,E
9309,Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,76.0,49.0,7.3,729.0,Tripwire Interactive,M
9310,Spy Hunter 2,XB,2003.0,Racing,Midway Games,0.1,0.03,0.0,0.0,0.13,57.0,22.0,,,Midway,T
9311,Open Season,DS,2006.0,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.13,72.0,4.0,,,Ubisoft Quebec,E
9312,Avatar: The Last Airbender - The Burning Earth,X360,2007.0,Action,THQ,0.11,0.01,0.0,0.01,0.13,,,,,,
9313,LEGO The Lord of the Rings,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.0,0.12,0.0,0.01,0.13,,,,,TT Games,E10+
9314,Backyard Soccer,PS,2001.0,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13,,,,,Humongous Entertainment,E
9315,Imagine: Fashion Stylist,DS,2010.0,Simulation,Ubisoft,0.13,0.0,0.0,0.01,0.13,,,,,Magic Pockets,E
9316,Final Fantasy XI: Rise of the Zilart,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13,,,,,,
9317,Your Shape: Fitness Evolved 2013,WiiU,2012.0,Action,Ubisoft,0.06,0.07,0.0,0.01,0.13,76.0,8.0,6.3,16.0,Blue Byte,E10+
9318,Monster Jam,DS,2007.0,Racing,Activision,0.12,0.0,0.0,0.01,0.13,,,,,Torus Games,E
9319,James Bond 007: Nightfire,GBA,2003.0,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13,66.0,6.0,8.1,9.0,JV Games Inc.,T
9320,Let's Play Ballerina,DS,2010.0,Sports,Deep Silver,0.13,0.0,0.0,0.01,0.13,,,,,,
9321,Nobunaga no Yabou: Tendou,PS3,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,,,,,,
9322,Back At The Barnyard: Slop Bucket Games,DS,2008.0,Sports,THQ,0.12,0.0,0.0,0.01,0.13,49.0,4.0,,,THQ,E
9323,Medalot 7,3DS,2012.0,Action,Rocket Company,0.0,0.0,0.13,0.0,0.13,,,,,,
9324,Bio FREAKS,PS,1998.0,Action,GT Interactive,0.07,0.05,0.0,0.01,0.13,,,,,,
9325,Little League World Series Baseball 2009,DS,2009.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13,,,,,Black Lantern Studios,E
9326,Castlevania Chronicles,PS,2001.0,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,69.0,16.0,7.0,13.0,Konami,T
9327,Suzumiya Haruhi no Tomadoi,PS2,2008.0,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13,,,,,,
9328,International Cricket 2010,X360,2010.0,Sports,Codemasters,0.0,0.12,0.0,0.02,0.13,,,,,,
9329,GoldenEye 007 (2010),DS,2010.0,Action,Activision,0.1,0.03,0.0,0.01,0.13,,,,,,
9330,Bratz,GBA,2002.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13,,,,,DC Studios,E
9331,Pinball Hall of Fame: The Gottlieb Collection,Wii,2006.0,Misc,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13,,,,,Farsight Studios,E
9332,King Arthur,PS2,2004.0,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,59.0,22.0,8.0,10.0,Krome Studios,T
9333,FIFA Street 2,PSP,2006.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.13,58.0,6.0,6.9,17.0,EA Canada,E
9334,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005.0,Misc,D3Publisher,0.0,0.0,0.13,0.0,0.13,,,,,,
9335,The Guy Game,PS2,2004.0,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13,48.0,20.0,6.7,13.0,Top Heavy Studios,M
9336,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006.0,Action,Banpresto,0.0,0.0,0.13,0.0,0.13,,,,,,
9337,Blade II,XB,2002.0,Action,Activision,0.1,0.03,0.0,0.0,0.13,53.0,20.0,4.0,4.0,Mucky Foot Productions,M
9338,Rogue Warrior,PS3,2009.0,Shooter,Bethesda Softworks,0.11,0.01,0.0,0.01,0.13,27.0,24.0,2.8,66.0,Rebellion,M
9339,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,,,,,,
9340,Baseball Advance,GBA,2002.0,Sports,Sega,0.1,0.04,0.0,0.0,0.13,80.0,16.0,7.8,5.0,Smilebit,E
9341,Nicktoons: MLB,X360,2011.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13,,,7.6,7.0,High Voltage Software,E
9342,Shonen Jump's One Piece: Grand Battle,PS2,2005.0,Fighting,Atari,0.07,0.05,0.0,0.02,0.13,,,,,,
9343,Learn Math,DS,2009.0,Puzzle,DreamCatcher Interactive,0.12,0.0,0.0,0.01,0.13,,,,,Dreamcatcher,E
9344,Nitrobike,Wii,2008.0,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.13,49.0,22.0,7.1,7.0,Left Field Productions,E10+
9345,Cruise Ship Vacation Games,Wii,2009.0,Puzzle,Avanquest,0.12,0.0,0.0,0.01,0.13,,,,,Activision,E
9346,Pro Yaky? Spirits 6,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,,,,,,
9347,Paperboy / Rampage,GBA,2005.0,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.0,0.13,,,,,DSI Games,E
9348,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010.0,Role-Playing,Spike,0.0,0.0,0.13,0.0,0.13,,,,,,
9349,Vampire Moon: The Mystery of the Hidden Sun,DS,2010.0,Adventure,City Interactive,0.12,0.01,0.0,0.01,0.13,50.0,8.0,,,City Interactive,E
9350,Sentou Kokka Air Land Battle,PS,1995.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.13,,,,,,
9351,Quick Yoga Training,DS,2008.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13,,,,,"Ubisoft, Moss",E
9352,Attack on Titan (KOEI),PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,,,,,,
9353,NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005.0,Simulation,Bethesda Softworks,0.07,0.05,0.0,0.02,0.13,,,,,,
9354,Hulk Hogan's Main Event,X360,2011.0,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13,26.0,4.0,2.2,20.0,Panic Button,T
9355,Tak 2: The Staff of Dreams,XB,2004.0,Platform,THQ,0.1,0.03,0.0,0.0,0.13,73.0,25.0,,,Avalanche Software,E
9356,Destroy All Humans! Big Willy Unleashed,Wii,2008.0,Action,THQ,0.12,0.0,0.0,0.01,0.13,,,,,,
9357,Retro Atari Classics,DS,2005.0,Misc,Atari,0.12,0.0,0.0,0.01,0.13,51.0,17.0,3.7,7.0,Taniko,E
9358,Imagine: Fashion Designer,3DS,2011.0,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.13,,,,,Ubisoft Sofia,E
9359,Need for Speed Underground 2,DS,2005.0,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.13,65.0,13.0,7.0,25.0,EA Canada,E
9360,My Spanish Coach,PSP,2008.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13,,,,,Ubisoft,E
9361,Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,72.0,35.0,8.8,14.0,Falcom,T
9362,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016.0,Action,Square Enix,0.0,0.0,0.13,0.0,0.13,,,,,,
9363,Dragon Age Origins: Awakening,PC,2010.0,Role-Playing,Electronic Arts,0.01,0.1,0.0,0.02,0.13,,,,,,
9364,Azure Dreams,PS,1997.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,,,,,,
9365,Divinity II: The Dragon Knight Saga,X360,2010.0,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.13,72.0,13.0,7.8,50.0,Larian Studios,M
9366,SingStar Latino,PS2,2007.0,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.13,,,,,SCEE London Studio,T
9367,Kung Fu Panda 2,Wii,2011.0,Action,THQ,0.07,0.05,0.0,0.01,0.13,,,,,,
9368,NHL 2K8,X360,2007.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,71.0,43.0,7.4,16.0,Kush Games,E10+
9369,Pro Baseball Spirits 2015,PSV,2015.0,Action,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,,,,,,
9370,Haunted House,Wii,2010.0,Action,Atari,0.12,0.0,0.0,0.01,0.13,41.0,6.0,,,"Atari, Atari SA",E10+
9371,Top Spin 3,DS,2008.0,Action,D3Publisher,0.11,0.02,0.0,0.01,0.13,65.0,12.0,,,"Pam Development, 2K Sports",E
9372,Syberia,DS,2008.0,Action,Mindscape,0.1,0.02,0.0,0.01,0.13,52.0,10.0,,,"Microids, Dreamcatcher",T
9373,Kurt Warner's Arena Football Unleashed,PS,2000.0,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13,,,,,,
9374,Puzzle Kingdoms,DS,2009.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,64.0,12.0,6.3,4.0,Infinite Interactive,E10+
9375,Hyperdimension Neptunia,PSV,2013.0,Role-Playing,Compile Heart,0.05,0.0,0.07,0.01,0.13,,,,,,
9376,Life is Strange,XOne,2016.0,Adventure,Square Enix,0.09,0.03,0.0,0.01,0.13,85.0,4.0,8.7,123.0,DONTNOD Entertainment,M
9377,Suite PreCure: Melody Collection,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,,,,,,
9378,NHL 2K9,PS2,2008.0,Sports,Take-Two Interactive,0.07,0.05,0.0,0.02,0.13,,,6.7,7.0,Visual Concepts,E10+
9379,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008.0,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13,79.0,23.0,8.7,26.0,Atlus Co.,M
9380,Rogue Ops,XB,2003.0,Action,Kemco,0.1,0.03,0.0,0.0,0.13,63.0,24.0,,,Bits Studios,M
9381,NBA Hoopz,PS,2001.0,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13,,,,,Eurocom Entertainment Software,E
9382,Transworld Surf,XB,,Sports,Atari,0.1,0.03,0.0,0.0,0.13,76.0,25.0,,,Rockstar San Diego,T
9383,History Civil War: Secret Missions,X360,2008.0,Shooter,Activision,0.12,0.0,0.0,0.01,0.13,,,,,,
9384,MLB 11: The Show,PS2,2011.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,,,6.2,6.0,SCEA San Diego Studios,E
9385,Castrol Honda Superbike Racing,PS,1998.0,Racing,THQ,0.07,0.05,0.0,0.01,0.13,,,,,,
9386,X-Blades,PS3,2009.0,Action,SouthPeak Games,0.07,0.03,0.02,0.01,0.13,50.0,31.0,5.9,15.0,Gaijin Entertainment,M
9387,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014.0,Adventure,Activision,0.08,0.04,0.0,0.01,0.13,,,,,WayForward,E10+
9388,Army Men: Green Rogue,PS2,2001.0,Action,3DO,0.06,0.05,0.0,0.02,0.13,39.0,13.0,3.8,4.0,3DO,T
9389,Chessmaster,XB,2004.0,Misc,Ubisoft,0.1,0.03,0.0,0.0,0.13,79.0,12.0,9.0,6.0,Ubisoft,E
9390,Brain Assist,DS,2007.0,Misc,Sega,0.12,0.0,0.0,0.01,0.13,53.0,17.0,,,Sega,E
9391,Freddi Fish: ABC under the sea,DS,2008.0,Misc,Atari,0.12,0.0,0.0,0.01,0.13,,,,,,
9392,Adventures to Go!,PSP,2008.0,Role-Playing,Zushi Games,0.11,0.0,0.01,0.02,0.13,,,,,,
9393,Monster Rancher DS,DS,2008.0,Role-Playing,Tecmo Koei,0.08,0.0,0.05,0.01,0.13,58.0,4.0,,,Cing,E
9394,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,28.0,5.0,3.2,32.0,Ubisoft Casablanca,T
9395,Superman: The Man of Steel,XB,2002.0,Action,Atari,0.1,0.03,0.0,0.0,0.13,44.0,19.0,6.0,11.0,Circus Freak,T
9396,Kororinpa: Marble Mania,Wii,2006.0,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.13,69.0,39.0,8.7,21.0,Hudson,E
9397,Ken to Mahou to Gakuen Mono. 3,PSP,2010.0,Role-Playing,Acquire,0.0,0.0,0.13,0.0,0.13,,,,,,
9398,The Flintstones: Bedrock Bowling,PS,2000.0,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13,,,,,,
9399,NHL 2003,GC,2002.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,79.0,13.0,6.3,4.0,EA Sports,E
9400,Chicken Run,PS,2000.0,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,75.0,7.0,6.2,6.0,Blitz Games,E
9401,Injustice: Gods Among Us,PSV,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.03,0.13,,,,,,
9402,Fatal Inertia,X360,2007.0,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13,61.0,30.0,4.2,19.0,Koei,E10+
9403,Over the Hedge: Hammy Goes Nuts!,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13,,,,,,
9404,Phantom Brave: We Meet Again,Wii,2009.0,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13,76.0,12.0,7.1,15.0,Nippon Ichi Software,T
9405,NHL 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,70.0,21.0,,,Visual Concepts,E10+
9406,Shining Force III,SAT,1997.0,Strategy,Sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9407,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,,,,,,
9408,Tales of the Heroes: Twin Brave,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,,,,,,
9409,WWE Survivor Series,GBA,2004.0,Fighting,THQ,0.09,0.04,0.0,0.0,0.13,55.0,12.0,8.2,5.0,Natsume,T
9410,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006.0,Action,Sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9411,Kung-Fu: High Impact,X360,2011.0,Action,Black Bean Games,0.08,0.05,0.0,0.01,0.13,56.0,18.0,7.8,20.0,Virtual Air Guitar Company,T
9412,Euro Truck Simulator 2,PC,2012.0,Action,SCS Software,0.0,0.12,0.0,0.02,0.13,79.0,17.0,8.7,992.0,SCS Software,
9413,Bakugan: Battle Trainer,DS,2010.0,Action,Activision,0.12,0.0,0.0,0.01,0.13,,,,,,
9414,Super Robot Wars BX,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,,,,,,
9415,Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,82.0,40.0,7.2,13.0,Crystal Dynamics,T
9416,Nagano Winter Olympics '98,PS,1997.0,Sports,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,,,,,,
9417,I Spy: Universe,DS,2010.0,Puzzle,Scholastic Inc.,0.12,0.0,0.0,0.01,0.13,,,,,"Big Blue Bubble Inc., Scholastic, Inc.",E
9418,Ninjatown,DS,2008.0,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.13,80.0,40.0,8.3,21.0,"Venan Entertainment, Cashmere Prod.",E
9419,Warcraft III: Reign of Chaos,PC,2002.0,Strategy,Vivendi Games,0.03,0.09,0.0,0.02,0.13,92.0,40.0,9.1,1023.0,Blizzard Entertainment,T
9420,Winning Post 5,PS2,2001.0,Sports,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,,,,,,
9421,Frogger Beyond,GC,2002.0,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,60.0,6.0,7.2,5.0,Konami,E
9422,Lord of the Rings: Tactics,PSP,2005.0,Strategy,Electronic Arts,0.11,0.01,0.0,0.01,0.13,,,,,,
9423,RPG Maker II,PS2,2002.0,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,0.13,65.0,9.0,8.8,77.0,Kuusou Kagaku,E
9424,The Oregon Trail,3DS,2011.0,Simulation,Crave Entertainment,0.12,0.0,0.0,0.01,0.13,,,,,,
9425,Alone in the Dark: Inferno,PS3,2008.0,Adventure,Atari,0.09,0.03,0.0,0.02,0.13,69.0,25.0,5.6,50.0,Eden Studios,M
9426,TRON: Evolution,PSP,2010.0,Action,Disney Interactive Studios,0.1,0.02,0.0,0.02,0.13,,,,,SuperVillain Studios,E10+
9427,Gravity Rush Remastered,PS4,2015.0,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,80.0,62.0,8.2,153.0,Bluepoint Games,T
9428,Destruction Derby Arenas,PS2,2004.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,57.0,27.0,7.8,14.0,Studio 33,T
9429,Dengeki Bunko Fighting Climax,PSV,2014.0,Fighting,Sega,0.04,0.0,0.08,0.01,0.13,75.0,7.0,8.5,28.0,Sega,T
9430,MLB Power Pros 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.11,0.0,0.01,0.01,0.13,79.0,16.0,8.7,21.0,Konami,E
9431,Littlest Pet Shop: Spring,DS,2009.0,Simulation,Electronic Arts,0.12,0.0,0.0,0.01,0.13,,,,,Electronic Arts,E
9432,The Unholy War,PS,1998.0,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,,,,,,
9433,Cabela's Dangerous Hunts 2009,X360,2008.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13,42.0,4.0,,,FUN Labs,T
9434,Rumble Roses XX,X360,2006.0,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,62.0,54.0,6.6,28.0,Konami,M
9435,Total War: WARHAMMER,PC,2016.0,Strategy,Sega,0.0,0.12,0.0,0.01,0.13,86.0,77.0,7.3,556.0,Creative Assembly,T
9436,Wantame Music Channel: Doko Demo Style,DS,2007.0,Misc,Capcom,0.0,0.0,0.13,0.0,0.13,,,,,,
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005.0,Platform,Ubisoft,0.09,0.03,0.0,0.0,0.13,,,,,,
9438,Shaman King: Power of Spirit,PS2,2004.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13,54.0,9.0,8.2,17.0,WinkySoft,T
9439,Anno 1701: Dawn of Discovery,DS,2007.0,Simulation,Touchstone,0.07,0.05,0.0,0.01,0.13,78.0,14.0,7.5,19.0,Sunflowers Interactive,E
9440,Soccer Tsuku DS: World Challenge 2010,DS,2010.0,Sports,Sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9441,The BIGS 2,PS3,2009.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13,80.0,18.0,7.6,16.0,Blue Castle Games,E10+
9442,LEGO Legends of Chima: Laval's Journey,PSV,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0.0,0.03,0.13,64.0,5.0,6.6,8.0,TT Games,E10+
9443,DreamWorks Super Star Kartz,Wii,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,0.13,,,,,Activision,E
9444,Contra III: The Alien Wars,SNES,1992.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,,,,,,
9445,The Amazing Race,Wii,2010.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13,,,,,Ludia Inc.,E
9446,Dead to Rights: Reckoning,PSP,2005.0,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13,54.0,26.0,7.2,22.0,Rebellion,M
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011.0,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13,,,,,,
9448,NBA 08,PS3,2007.0,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13,63.0,37.0,6.0,4.0,SCEA San Diego Studios,E
9449,Hasbro Family Fun Pack,XOne,2015.0,Misc,Ubisoft,0.1,0.02,0.0,0.01,0.13,,,,,Ubisoft,E10+
9450,Amagami,PS2,2009.0,Adventure,Enterbrain,0.0,0.0,0.13,0.0,0.13,,,,,,
9451,No Fear Downhill Mountain Biking,PS,1998.0,Sports,Codemasters,0.07,0.05,0.0,0.01,0.13,,,,,,
9452,NCIS,Wii,2011.0,Adventure,Ubisoft,0.08,0.04,0.0,0.01,0.13,,,,,Ubisoft,T
9453,The IdolM@ster: One for All,PS3,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,,,,,,
9454,Fire ProWrestling,GBA,2001.0,Fighting,Spike,0.09,0.03,0.0,0.0,0.13,,,,,,
9455,Eternal Poison (JP sales),PS2,2008.0,Role-Playing,Banpresto,0.0,0.0,0.13,0.0,0.13,,,,,,
9456,Mission: Impossible - Operation Surma,XB,2003.0,Platform,Atari,0.1,0.03,0.0,0.0,0.13,67.0,27.0,6.8,4.0,Paradigm Entertainment,T
